ref1	ref2	conca	chromo	maxIndex	maxValue	leftIndex	rightIndex	deltaHight_Low
CYC1_a_1_1_3	CYC1_a_2_1_3	CYC1_a_1_1_3 CYC1_a_2_1_3	12	747800	3.68	702100	798000	0.0737937438961916
CYC1_a_1_1_3	CYC1_a_2_1_3	CYC1_a_1_1_3 CYC1_a_2_1_3	15	572600	3.81	491100	614100	0.0590682957580519
CYC1_a_1_1_5	CYC1_a_2_1_5	CYC1_a_1_1_5 CYC1_a_2_1_5	12	789600	3.62	732400	862000	0.0816957652998752
CYC1_a_1_1_5	CYC1_a_2_1_5	CYC1_a_1_1_5 CYC1_a_2_1_5	15	529600	5.85	495800	664800	0.0674816218187286
GPD1_a_1_1_1	GPD1_a_3_2_1	GPD1_a_1_1_1 GPD1_a_3_2_1	8	292700	2.98	152000	372500	0.0668075911522972
GPD1_a_1_1_1	GPD1_a_3_2_1	GPD1_a_1_1_1 GPD1_a_3_2_1	12	452300	2.86	343400	537200	-0.0836236441883496
GPD1_a_1_1_1	GPD1_a_4_1_1	GPD1_a_1_1_1 GPD1_a_4_1_1	12	449000	2.83	361700	569800	-0.0806476649569526
GPD1_a_1_1_2	GPD1_a_2_1_2	GPD1_a_1_1_2 GPD1_a_2_1_2	16	887200	3.07	775500	942800	-0.0590352128427289
GPD1_a_1_1_2	GPD1_a_3_1_2	GPD1_a_1_1_2 GPD1_a_3_1_2	12	646800	4.2	599800	738400	0.093025985890524
GPD1_a_1_1_3	GPD1_a_3_1_3	GPD1_a_1_1_3 GPD1_a_3_1_3	7	987700	2.83	927400	1081000	-0.0623137611332993
GPD1_a_1_1_3	GPD1_a_3_1_3	GPD1_a_1_1_3 GPD1_a_3_1_3	8	226200	3.47	179400	279200	0.0834783642558195
GPD1_a_1_1_3	GPD1_a_3_1_3	GPD1_a_1_1_3 GPD1_a_3_1_3	15	78400	3	0	209100	0.0671238691549463
GPD1_a_1_1_4	GPD1_a_3_1_4	GPD1_a_1_1_4 GPD1_a_3_1_4	12	622300	4.27	568300	686900	0.109702391122011
GPD1_a_1_1_5	GPD1_a_2_1_5	GPD1_a_1_1_5 GPD1_a_2_1_5	4	1149700	3.97	1073100	1184300	-0.0443516109727461
GPD1_a_1_1_5	GPD1_a_3_1_5	GPD1_a_1_1_5 GPD1_a_3_1_5	15	152600	3.86	111900	241600	0.0732975815978603
GPD1_a_1_2_2	GPD1_a_3_1_2	GPD1_a_1_2_2 GPD1_a_3_1_2	12	683700	5.41	611100	723900	0.080038062203212
GPD1_a_1_2_3	GPD1_a_2_1_3	GPD1_a_1_2_3 GPD1_a_2_1_3	7	595600	2.98	444600	664900	-0.0644493408614044
GPD1_a_1_2_3	GPD1_a_3_1_3	GPD1_a_1_2_3 GPD1_a_3_1_3	8	198200	3.11	145600	290300	0.0744069493005927
GPD1_a_1_2_3	GPD1_a_3_1_3	GPD1_a_1_2_3 GPD1_a_3_1_3	12	777100	4.62	736500	832800	0.111079352892819
GPD1_a_1_2_3	GPD1_a_3_1_3	GPD1_a_1_2_3 GPD1_a_3_1_3	15	134900	2.87	0	283900	0.0668234771265575
GPD1_a_1_2_4	GPD1_a_3_1_4	GPD1_a_1_2_4 GPD1_a_3_1_4	12	738000	3.14	604700	831000	0.0586956768304213
GPD1_a_1_2_4	GPD1_a_4_1_4	GPD1_a_1_2_4 GPD1_a_4_1_4	10	539500	2.97	367300	624900	0.0627515426007657
GPD1_a_1_2_5	GPD1_a_2_1_5	GPD1_a_1_2_5 GPD1_a_2_1_5	15	57200	3.2	0	184000	-0.0742175149106434
GPD1_a_1_2_5	GPD1_a_3_1_5	GPD1_a_1_2_5 GPD1_a_3_1_5	14	92500	2.85	0	194500	0.051748861881573
GPD1_a_1_2_5	GPD1_a_4_1_5	GPD1_a_1_2_5 GPD1_a_4_1_5	15	58200	3.18	0	206700	-0.0653630625136299
GPD1_a_2_1_1	GPD1_a_3_1_1	GPD1_a_2_1_1 GPD1_a_3_1_1	12	683100	3.95	579600	742900	0.0865501903877586
GPD1_a_2_1_1	GPD1_a_3_2_1	GPD1_a_2_1_1 GPD1_a_3_2_1	12	679400	4.15	616600	773600	0.0880490727309199
GPD1_a_2_1_2	GPD1_a_3_1_2	GPD1_a_2_1_2 GPD1_a_3_1_2	14	418100	3.77	401100	492800	-0.0170393209000567
GPD1_a_2_1_3	GPD1_a_3_1_3	GPD1_a_2_1_3 GPD1_a_3_1_3	15	107300	4.19	56000	177000	0.10559326859318
GPD1_a_2_1_3	GPD1_a_3_1_3	GPD1_a_2_1_3 GPD1_a_3_1_3	16	551500	2.95	431200	696300	-0.0700328547362197
GPD1_a_2_1_4	GPD1_a_3_1_4	GPD1_a_2_1_4 GPD1_a_3_1_4	10	349100	3.13	257400	741700	-0.0651446993166707
GPD1_a_2_1_4	GPD1_a_3_1_4	GPD1_a_2_1_4 GPD1_a_3_1_4	12	617200	5.07	585500	684200	0.102679078603797
GPD1_a_2_1_4	GPD1_a_3_1_4	GPD1_a_2_1_4 GPD1_a_3_1_4	14	379400	2.86	260400	489600	0.0357884456917463
GPD1_a_2_1_4	GPD1_a_3_1_4	GPD1_a_2_1_4 GPD1_a_3_1_4	15	351300	4.26	262900	425500	0.0882121886951036
GPD1_a_2_1_5	GPD1_a_3_1_5	GPD1_a_2_1_5 GPD1_a_3_1_5	10	115100	3.12	43800	307900	-0.0554140449831574
GPD1_a_2_1_5	GPD1_a_3_1_5	GPD1_a_2_1_5 GPD1_a_3_1_5	15	208300	5.87	126100	239800	0.0810179151509157
GPD1_a_3_1_1	GPD1_a_4_1_1	GPD1_a_3_1_1 GPD1_a_4_1_1	12	618400	3.42	546700	726300	-0.0663689696475552
GPD1_a_3_1_2	GPD1_a_4_1_2	GPD1_a_3_1_2 GPD1_a_4_1_2	12	890800	3.09	850400	989600	-0.0875441028943272
GPD1_a_3_1_3	GPD1_a_4_1_3	GPD1_a_3_1_3 GPD1_a_4_1_3	12	642100	3.68	585800	891300	-0.0829127196270504
GPD1_a_3_1_3	GPD1_a_4_1_3	GPD1_a_3_1_3 GPD1_a_4_1_3	15	104600	5.28	0	150500	-0.110989858528398
GPD1_a_3_1_4	GPD1_a_4_1_4	GPD1_a_3_1_4 GPD1_a_4_1_4	10	590300	4.19	521000	711600	0.0625681699609729
GPD1_a_3_1_4	GPD1_a_4_1_4	GPD1_a_3_1_4 GPD1_a_4_1_4	12	626900	4.44	565200	725800	-0.0845566034644459
GPD1_a_3_1_4	GPD1_a_4_1_4	GPD1_a_3_1_4 GPD1_a_4_1_4	14	362300	3.37	310600	473200	-0.0426530623046147
GPD1_a_3_1_5	GPD1_a_4_1_5	GPD1_a_3_1_5 GPD1_a_4_1_5	10	142700	3.64	38700	270300	0.0704777280714092
GPD1_a_3_1_5	GPD1_a_4_1_5	GPD1_a_3_1_5 GPD1_a_4_1_5	15	204300	6.17	120100	242300	-0.0923992465229192
GPD1_a_3_2_1	GPD1_a_4_1_1	GPD1_a_3_2_1 GPD1_a_4_1_1	12	626700	3.27	578800	756700	-0.0769032920658226
OLE1_a_1_1_1	OLE1_a_2_1_1	OLE1_a_1_1_1 OLE1_a_2_1_1	4	1406400	3.42	1355200	1505400	-0.0477827891157635
OLE1_a_1_1_1	OLE1_a_2_1_1	OLE1_a_1_1_1 OLE1_a_2_1_1	11	357000	4.43	312800	473500	-0.0572700527511804
OLE1_a_1_1_1	OLE1_a_2_1_1	OLE1_a_1_1_1 OLE1_a_2_1_1	12	649300	5.36	587900	671800	-0.0881825225719509
OLE1_a_1_1_1	OLE1_a_2_1_1	OLE1_a_1_1_1 OLE1_a_2_1_1	14	463500	3.86	340300	505100	0.0709132677940804
OLE1_a_1_1_2	OLE1_a_2_1_2	OLE1_a_1_1_2 OLE1_a_2_1_2	5	386300	4.95	291700	444700	0.0773282762010782
OLE1_a_1_1_2	OLE1_a_2_1_2	OLE1_a_1_1_2 OLE1_a_2_1_2	12	658000	4.67	586900	720100	-0.0715047792198165
OLE1_a_1_1_2	OLE1_a_2_1_2	OLE1_a_1_1_2 OLE1_a_2_1_2	14	453500	6.98	418700	501700	0.125465174151014
OLE1_a_1_1_3	OLE1_a_2_1_3	OLE1_a_1_1_3 OLE1_a_2_1_3	11	441600	2.83	278700	660400	-0.0702219752730054
OLE1_a_1_1_3	OLE1_a_2_1_3	OLE1_a_1_1_3 OLE1_a_2_1_3	12	639700	5.44	602900	681600	-0.0833003543055453
OLE1_a_1_1_3	OLE1_a_2_1_3	OLE1_a_1_1_3 OLE1_a_2_1_3	14	470600	8.2	424400	504600	0.117785949769969
OLE1_a_1_1_4	OLE1_a_2_1_4	OLE1_a_1_1_4 OLE1_a_2_1_4	11	241000	2.96	162600	330500	0.0578727831990484
OLE1_a_1_1_4	OLE1_a_2_1_4	OLE1_a_1_1_4 OLE1_a_2_1_4	12	747000	14.73	705200	778500	0.137000524423782
OLE1_a_1_1_4	OLE1_a_2_1_4	OLE1_a_1_1_4 OLE1_a_2_1_4	13	819100	2.97	736900	922700	0.0573626552153202
OLE1_a_1_1_5	OLE1_a_2_1_5	OLE1_a_1_1_5 OLE1_a_2_1_5	11	342700	7.26	300700	390500	-0.101840392361082
OLE1_a_1_1_5	OLE1_a_2_1_5	OLE1_a_1_1_5 OLE1_a_2_1_5	12	658500	35.1	633200	672600	-0.254771835949459
OLE1_a_1_1_5	OLE1_a_2_1_5	OLE1_a_1_1_5 OLE1_a_2_1_5	14	456800	7.01	409100	512100	0.118719452663988
TPO1_a_1_1_1	TPO1_a_2_1_1	TPO1_a_1_1_1 TPO1_a_2_1_1	14	484100	4.62	428900	612000	0.0857179896416962
TPO1_a_1_1_1	TPO1_a_2_1_1	TPO1_a_1_1_1 TPO1_a_2_1_1	15	562500	21.24	545800	602500	0.195289507230552
TPO1_a_1_1_2	TPO1_a_2_1_2	TPO1_a_1_1_2 TPO1_a_2_1_2	7	1058300	2.84	895200	1081000	-0.0450852980473933
TPO1_a_1_1_2	TPO1_a_2_1_2	TPO1_a_1_1_2 TPO1_a_2_1_2	12	586300	3.81	522700	699600	-0.0658884913417511
TPO1_a_1_1_2	TPO1_a_2_1_2	TPO1_a_1_1_2 TPO1_a_2_1_2	14	204000	3.05	111100	252400	0.0379425439869099
TPO1_a_1_1_2	TPO1_a_2_1_2	TPO1_a_1_1_2 TPO1_a_2_1_2	14	474700	3.44	428600	655100	0.0723258809563714
TPO1_a_1_1_2	TPO1_a_2_1_2	TPO1_a_1_1_2 TPO1_a_2_1_2	15	139700	3.47	61000	206400	0.0625155752879167
TPO1_a_1_1_2	TPO1_a_2_1_2	TPO1_a_1_1_2 TPO1_a_2_1_2	15	557800	24.06	542500	572700	0.179691240137772
TPO1_a_1_1_3	TPO1_a_2_1_3	TPO1_a_1_1_3 TPO1_a_2_1_3	10	294500	3.04	160000	376400	0.0556254597599042
TPO1_a_1_1_3	TPO1_a_2_1_3	TPO1_a_1_1_3 TPO1_a_2_1_3	11	24100	3.27	0	58000	-0.0416658090636642
TPO1_a_1_1_3	TPO1_a_2_1_3	TPO1_a_1_1_3 TPO1_a_2_1_3	14	464400	9.94	435900	488700	0.112300103199285
TPO1_a_1_1_3	TPO1_a_2_1_3	TPO1_a_1_1_3 TPO1_a_2_1_3	15	561800	21.32	548500	591400	0.182468251529433
TPO1_a_1_1_4	TPO1_a_2_1_4	TPO1_a_1_1_4 TPO1_a_2_1_4	9	57300	3.92	0	111900	-0.0560357801953685
TPO1_a_1_1_4	TPO1_a_2_1_4	TPO1_a_1_1_4 TPO1_a_2_1_4	15	564700	10.31	536300	598000	0.121420330233501
TPO1_a_1_1_5	TPO1_a_2_1_5	TPO1_a_1_1_5 TPO1_a_2_1_5	8	516000	4.24	458500	554900	-0.0917382817323033
TPO1_a_1_1_5	TPO1_a_2_1_5	TPO1_a_1_1_5 TPO1_a_2_1_5	14	491400	9.26	447300	522900	0.124201934903635
TPO1_a_1_1_5	TPO1_a_2_1_5	TPO1_a_1_1_5 TPO1_a_2_1_5	15	582400	25.13	565700	608900	0.204485133210692
