target_id	length	eff_length	est_counts	tpm
YNL024C	741	542	590	20.1689
YOR070C	1914	1715	1347	14.5524
YJL217W	597	398	1857	86.4488
YLL066W-B	171	16.5603	0	0
YGL093W	2754	2555	2635	19.1082
YLR397C	2343	2144	4259	36.8055
YDR523C	1473	1274	119	1.73064
YHL017W	1599	1400	3181	42.0984
YKL098W	1074	875	1557	32.9694
YCR008W	1812	1613	5794	66.554
YOR204W	1815	1616	8038	92.1588
YMR046W-A	129	10.6044	0	0
YOR298C-A	456	257	8784	633.27
YOL059W	1323	1124	8165	134.592
YOR250C	1338	1139	1477	24.0263
YGR110W	1338	1139	331	5.38436
YHL036W	1641	1442	359	4.61274
YOR165W	2331	2132	6601	57.3657
YJR088C	879	680	3188	86.8639
YCR014C	1749	1550	1271	15.193
YLR378C	1443	1244	8350	124.364
YHR020W	2067	1868	22471	222.882
YMR235C	1224	1025	13086	236.545
YGL099W	1923	1724	5758	61.882
YBL050W	879	680	4183	113.975
YJR039W	3366	3167	858	5.0196
YHR069C-A	363	164	25	2.8244
YJL148W	702	503	6649	244.917
YEL075C	369	170	3.02642	0.329846
YNL185C	477	278	1130	75.3119
YFR036W	375	176	358	37.6878
YMR067C	1251	1052	2192	38.606
YML086C	1581	1382	4608	61.7781
YDR016C	285	86.2066	329	70.7108
YMR167W	2310	2111	1480	12.9898
YGR062C	951	752	853	21.0165
YOR122C	381	182	10148	1033.09
YIL113W	630	431	56	2.40736
YNL234W	1281	1082	1481	25.3605
YJL142C	393	194	158.522	15.1397
YDR414C	1089	890	1415	29.4575
YCR072C	1548	1349	4712	64.7177
YKR093W	1806	1607	301	3.47041
YDR342C	1713	1514	2965.8	36.295
YBR118W	1377	1178	534815	8411.79
YGR189C	1524	1325	12330	172.416
YPL045W	2397	2198	2806	23.6532
YER113C	2121	1922	3476	33.5086
YMR050C	5268	5069	6880.64	25.1499
YDR471W	411	212	25101	2193.74
YCR086W	573	374	509	25.216
YOR380W	1641	1442	573	7.3624
YFL044C	906	707	1412	37.0037
YHR039C	1935	1736	8218	87.7095
YBR245C	3390	3191	5502	31.9465
YIL009W	2085	1886	3747	36.8105
YDR318W	1107	908	753	15.3652
YNL046W	519	320	1028	59.5214
YLR025W	723	524	3771	133.338
YOR355W	1569	1370	6494	87.8257
YDR076W	1221	1022	411	7.45111
YPL265W	1827	1628	5494	62.5265
YGL152C	678	479	7	0.270765
YFR055W	1023	824	2081	46.7923
YDL128W	1236	1037	5473	97.786
YNL013C	378	179	0	0
YHR090C	849	650	1164	33.1795
YDR214W	1053	854	6264	135.901
YLR184W	348	149	0	0
YPR061C	906	707	403	10.5613
YGR267C	732	533	6006	208.78
YOL090W	2895	2696	4197	28.8436
YGR185C	1185	986	19152	359.888
YIL020C-A	339	140	1	0.132343
YBR056C-B	159	14.3664	0	0
YLR169W	354	155	0	0
YML050W	936	737	475	11.9414
YLR322W	315	116.007	1	0.159715
YDR034W-B	156	13.8921	0	0
YNL078W	1224	1025	2362	42.6959
YMR158W	468	269	1062	73.148
YLR349W	507	308	3	0.180468
YKR018C	2178	1979	7958	74.5055
YOR262W	1044	845	2542	55.7377
YDR470C	1509	1310	1293	18.2876
YML132W	1140	941	2870.98	56.5288
YFL004W	2487	2288	8123	65.7795
YHR016C	1407	1208	1895	29.0651
YDL045W-A	288	89.1545	898	186.622
YNL290W	1023	824	3431	77.1478
YMR132C	627	428	480	20.7791
YBR012W-A	1323	1124	0	0
YDR358W	1674	1475	1266	15.9027
YBR010W	411	212	10619.9	928.14
YGL085W	825	626	918	27.1705
YGR023W	1656	1457	883	11.2287
YML008C	1152	953	12623	245.414
YKR089C	2733	2534	3747	27.3973
YLR206W	1842	1643	6195	69.8608
YLL059C	507	308	56	3.36874
YGL088W	366	167	254	28.1804
YIL119C	1224	1025	1539	27.8192
YDR073W	510	311	556	33.1241
YOR180C	816	617	346	10.3901
YPL170W	459	260	1127	80.312
YGL139W	2409	2210	4266	35.765
YLR287C	1068	869	3068	65.4132
YBR248C	1659	1460	8222	104.341
YMR290W-A	348	149	1	0.124349
YAL044W-A	333	134.001	1027	142.002
YGL140C	3660	3461	5999	32.1149
YGR114C	390	191	1.51026	0.146503
YGR180C	1038	839	17595	388.559
YPL018W	1110	911	239	4.86082
YDR183W	693	494	801	30.0425
YDR079W	336	137	598	80.8741
YBR196C-A	150	13.0193	0	0
YPL229W	621	422	613	26.914
YER118C	1104	905	3706	75.8729
YDR205W	2175	1976	1666	15.6213
YGL260W	231	40.0835	0	0
YBL067C	2244	2045	3935	35.6518
YNL162W	321	122.003	18126.5	2752.79
YKL144C	639	440	1795	75.5861
YOR093C	4947	4748	2955	11.5313
YNL284C-B	5268	5069	5881.28	21.4971
YGR038C-A	1323	1124	868.104	14.3099
YLL055W	1596	1397	723	9.58897
YLR343W	1668	1469	196	2.47209
YMR064W	1557	1358	2577	35.1597
YGR193C	1233	1034	4538	81.3156
YML041C	843	644	908	26.1234
YOL029C	606	407	1240	56.4491
YMR260C	462	263	18260	1286.4
YKL101W	4557	4358	8116	34.5052
YOR060C	774	575	513	16.5303
YMR321C	318	119.005	325.104	50.6159
YJR015W	1533	1334	5810	80.6957
YNL024C-A	219	33.0557	255	142.93
YMR151W	438	239	23	1.78304
YEL073C	324	125.002	295	43.7255
YDR185C	540	341	200	10.8669
YDL170W	1587	1388	2188	29.2071
YHR191C	402	203	560	51.1119
YGR036C	720	521	840	29.8725
YML072C	4638	4439	18170	75.8403
YPL153C	2466	2267	1253	10.2407
YKL086W	384	185	29	2.9044
YBR283C	1473	1274	14681	213.509
YGL226W	372	173	450	48.1944
YDR450W	441	242	44663.6	3419.54
YGR196C	2454	2255	2910	23.9098
YPR096C	303	104.031	35	6.23354
YLR393W	840	641	383	11.0706
YNL330C	1302	1103	3895	65.4277
YHR189W	573	374	192	9.51173
YDR513W	432	233	3498	278.159
YJR030C	2238	2039	1440	13.085
YGR170W	3417	3218	4128	23.7675
YPR069C	882	683	14143	383.664
YNL339C	5580	5381	1002.67	3.45242
YBR061C	933	734	3153	79.5899
YNL064C	1230	1031	26141	469.779
YOR010C	756	557	208	6.91892
YPL002C	702	503	907	33.4094
YER102W	603	404	62374	2860.57
YHR010W	411	212	50574	4419.99
YJR053W	1725	1526	780	9.47044
YKL074C	1584	1385	2382	31.8656
YAL036C	1110	911	7733	157.275
YGR126W	693	494	282	10.5767
YKR023W	1593	1394	2014	26.7687
YKL082C	1305	1106	12772	213.961
YGL010W	525	326	105	5.96763
YHR195W	966	767	2047	49.4484
YGL003C	1701	1502	1415	17.4549
YGR237C	2358	2159	1892	16.2367
YIL131C	1455	1256	2753	40.6113
YDR287W	879	680	1453	39.5901
YKL044W	321	122.003	131	19.8944
YPR111W	1695	1496	1405	17.401
YMR002W	471	272	4613	314.228
YDR122W	3195	2996	2575	15.9245
YOR296W	3870	3671	2219	11.1996
YBL106C	3033	2834	1547	10.1139
YHR032C-A	120	9.80347	0	0
YOR035C	2370	2171	1580	13.4843
YDR200C	1815	1616	2223	25.4875
YIL127C	621	422	3360	147.522
YBL068W	981	782	3544	83.9686
YIR042C	711	512	74	2.67788
YOR118W	1704	1505	2583	31.7993
YMR281W	915	716	1113	28.8013
YPR055W	3198	2999	2918	18.0276
YBR019C	2100	1901	79	0.769972
YNL103W-A	90	7.80345	0	0
YOR239W	1887	1688	10873	119.346
YBR001C	2343	2144	2018	17.4392
YOR256C	2430	2231	3476	28.8676
YER139C	681	482	512	19.6813
YBR160W	897	698	2256	59.8844
YGR232W	687	488	1949	73.9983
YNL174W	573	374	2	0.0990805
YMR006C	2121	1922	4497	43.351
YHR064C	1617	1418	37225	486.394
YMR174C	207	27.3759	35	23.6881
YKR002W	1707	1508	2837	34.8568
YOR151C	3675	3476	18189	96.9525
YPL120W	1674	1475	1184	14.8727
YOL053W	1188	989	1176	22.0313
YPR025C	1182	983	1838	34.6435
YLL064C	363	164	70.2905	7.94114
YKR088C	1014	815	2453	55.7661
YOL123W	1605	1406	11790	155.367
YGL094C	3348	3149	4416	25.9828
YLR121C	1527	1328	733	10.2267
YDR431W	312	113.011	0	0
YDR081C	2778	2579	3448	24.7711
YCR012W	1251	1052	238306	4197.1
YKR044W	1332	1133	1692	27.6694
YNL220W	1302	1103	9184	154.272
YGR263C	1275	1076	1099	18.9241
YJL186W	1761	1562	7025	83.3288
YIL024C	570	371	247	12.3354
YPR070W	1701	1502	2407	29.6918
YJR084W	1272	1073	1567	27.0582
YER050C	417	218	1611	136.921
YLR019W	1194	995	2333	43.4432
YMR087W	855	656	482	13.6136
YDR068W	933	734	2706	68.3064
YGR059W	1539	1340	53	0.732826
YER046W-A	330	131.001	2	0.282869
YLR067C	2898	2699	2059	14.1346
YMR082C	357	158	0	0
YKL080W	1179	980	14048	265.594
YIL137C	2841	2642	4521	31.7053
YBL075C	1950	1751	2048	21.6707
YGL246C	1164	965	3361	64.5314
YER035W	438	239	601	46.5915
YHR108W	1758	1559	8584	102.017
YML093W	2700	2501	15532	115.065
YMR299C	939	740	1213	30.371
YNL146W	303	104.031	23	4.09633
YOR155C	1353	1154	2567	41.2145
YGL143C	1242	1043	1136	20.1801
YNL239W	1365	1166	6010	95.5006
YLL018C-A	297	98.0609	284	53.6602
YNR073C	1509	1310	73.9062	1.0453
YJL095W	4437	4238	2760	12.0664
YDL117W	2658	2459	5211	39.2638
YGR271C-A	702	503	2578	94.9609
YMR030W	1131	932	640	12.7231
YOL075C	3885	3686	1533	7.70578
YOL056W	912	713	1789	46.4891
YML053C	639	440	1344	56.5948
YCR045W-A	351	152	126	15.3588
YIL022W	1296	1097	5340	90.1913
YBL005W-A	1323	1124	306.946	5.05972
YMR073C	606	407	1201	54.6737
YDR224C	396	197	17294	1626.52
YHL048C-A	135	11.2077	0	0
YER171W	2337	2138	3350	29.0313
YDL010W	696	497	1118	41.6788
YNL141W	1044	845	6363	139.52
YDR106W	855	656	68	1.92059
YHR078W	1659	1460	2864	36.3455
YDR270W	3015	2816	1246	8.19814
YDR067C	675	476	865	33.6697
YIL026C	3453	3254	3664	20.8626
YOR098C	3231	3032	8443	51.5938
YGR009C	1956	1757	5186	54.6878
YCR003W	552	353	1019	53.4847
YGR204C-A	114	9.32945	0	0
YJL175W	513	314	0	0
YML017W	1782	1583	2737	32.0349
YGL122C	1578	1379	5944	79.8628
YEL013W	1737	1538	4332	52.187
YMR128W	3804	3605	9823	50.4858
YLR268W	645	446	2892	120.142
YER160C	5268	5069	8212.81	30.0192
YEL055C	3069	2870	10845	70.0128
YDL069C	690	491	399	15.0564
YMR065W	1515	1316	860	12.108
YIR020W-A	243	48.5146	0	0
YMR169C	1521	1322	468.115	6.56071
YIL068C	2418	2219	2975	24.8405
YLR125W	411	212	90	7.86569
YLR387C	1299	1100	4501	75.8135
YPR183W	804	605	5305	162.465
YGR012W	1182	983	2460	46.3673
YOL024W	519	320	25	1.4475
YKL092C	3315	3116	2151	12.7901
YNL095C	1929	1730	1635	17.5106
YBR007C	2211	2012	1738	16.0049
YAL015C	1200	1001	1354	25.0619
YGL253W	1461	1262	57393	842.616
YPL124W	762	563	391	12.8676
YDR233C	888	689	19726	530.457
YOL076W	2391	2192	4170	35.2473
YOR196C	1245	1046	3589	63.5729
YEL040W	1404	1205	36003	553.582
YCR075W-A	228	38.1945	187	90.7133
YNL250W	3939	3740	1959	9.70494
YMR252C	405	206	292	26.2631
YER074W	408	209	38234.3	3389.51
YDR269C	324	125.002	0	0
YGR206W	306	107.022	399	69.0765
YLR312W-A	762	563	1915	63.0217
YJL106W	1938	1739	398	4.24046
YKL189W	1200	1001	1084	20.0644
YER152C	1332	1133	3451	56.4345
YCL033C	507	308	1031	62.0209
YGR006W	756	557	364	12.1081
YOR041C	432	233	10	0.795196
YCR045C	1476	1277	9	0.130581
YLR088W	1845	1646	4300	48.4026
YOL131W	327	128.001	1	0.144749
YPL041C	624	425	303	13.2094
YKL163W	978	779	183.348	4.36082
YCR079W	1329	1130	947	15.5275
YNL306W	654	455	3311	134.827
YPR149W	522	323	15157	869.442
YLR040C	675	476	889	34.6039
YBR034C	1047	848	11309	247.092
YPL187W	498	299	13	0.805568
YHR030C	1455	1256	3907	57.6347
YDR384C	828	629	3809	112.199
YPR108W-A	213	30.0561	7	4.31515
YMR052W	615	416	277	12.3372
YCR031C	414	215	42701	3679.85
YGR124W	1719	1520	37272.3	454.332
YIL123W	1431	1232	7247	108.988
YJL178C	816	617	4703	141.228
YOR163W	567	368	1430	71.9976
YOR051C	1239	1040	9326	166.147
YLR352W	2424	2225	1055	8.78522
YOL105C	1671	1472	1329	16.7281
YHR214C-B	5382	5183	20232.1	72.3254
YKL018C-A	300	101.044	573	105.069
YER090C-A	90	7.80345	0	0
YDR354C-A	144	12.2368	0	0
YPL251W	303	104.031	5	0.890506
YPR112C	2664	2465	11193	84.1317
YNR038W	1890	1691	4486	49.1525
YDL192W	546	347	19698.7	1051.81
YGR121W-A	216	31.5146	4	2.35168
YLR334C	381	182	2	0.203605
YPR157W	1404	1205	2677	41.1615
YIL109C	2781	2582	9233	66.2547
YGL257C	1677	1478	3696	46.3327
YFL066C	1179	980	851.675	16.1019
YER099C	957	758	2727	66.657
YDR316W-B	5268	5069	141.323	0.516559
YGR161C-D	5268	5069	4403.23	16.0945
YBR299W	1755	1556	96	1.14312
YNL182C	1668	1469	6976	87.9862
YML042W	2013	1814	466	4.75969
YPR163C	1311	1112	27943	465.584
YLR009W	600	401	7561	349.353
YGR152C	819	620	2368.02	70.7658
YDR170C	6030	5831	10435	33.1573
YDL124W	939	740	10439	261.371
YDR268W	1140	941	1092	21.5012
YIL138C	486	287	4492	289.993
YER091C	2304	2105	49177	432.852
YOL064C	1074	875	4854	102.783
YHR132W-A	396	197	1007	94.7094
YOL110W	714	515	628	22.5934
YMR129W	4014	3815	6094	29.5963
YLR153C	2052	1853	27860	278.571
YOL128C	1128	929	885	17.6505
YDR194W-A	153	13.4437	0	0
YJL016W	1686	1487	2508	31.2497
YLR074C	501	302	4222	259.025
YJL197C-A	282	83.2735	0	0
YOR085W	1053	854	4474	97.0662
YJL190C	393	194	41476	3961.18
YPL204W	1485	1286	7772	111.975
YOR284W	732	533	472	16.4076
YOR159C	285	86.2066	885	190.21
YER072W	390	191	2830	274.526
YDL004W	483	284	4711	307.344
YOR188W	3414	3215	4219	24.3141
YJL164C	1194	995	682	12.6996
YKL002W	699	500	3149	116.69
YNL130C	1182	983	8255	155.594
YER100W	753	554	3464	115.851
YDR228C	1881	1682	3038	33.4651
YMR110C	1599	1400	2930	38.7766
YFL048C	1338	1139	6362	103.49
YBR247C	1452	1253	7824	115.693
YMR323W	1314	1115	9	0.149554
YPR117W	7470	7271	3362	8.56709
YKL018W	990	791	1764	41.3192
YLR024C	5619	5420	1720	5.87975
YKR026C	918	719	3880	99.9845
YNL091W	3723	3524	7955	41.8248
YLL024C	1920	1721	101472	1092.44
YDL159W	1548	1349	1342	18.4319
YLR122C	378	179	46.9791	4.86275
YLR347C	2586	2387	6419	49.8247
YDR159W	3906	3707	4523	22.6065
YPR031W	2247	2048	1877	16.981
YGL187C	468	269	1777	122.395
YOR040W	858	659	776	21.8176
YDR323C	1548	1349	718	9.86149
YJR095W	969	770	21	0.505311
YDR485C	2388	2189	3279	27.754
YNL029C	1569	1370	1516	20.5026
YOL020W	1779	1580	5280	61.9166
YGR011W	327	128.001	266.066	38.5127
YJL013C	1548	1349	1583	21.742
YNL136W	1278	1079	3109	53.3862
YLL057C	1239	1040	130	2.31601
YER064C	1518	1319	2327	32.6875
YBL057C	627	428	2445	105.844
YDL058W	5373	5174	7510	26.8933
YKR035C	642	443	26	1.08743
YBL087C	414	215	27493.6	2369.31
YGL130W	1380	1181	3106	48.7283
YBR295W	3651	3452	1119	6.00605
YMR035W	534	335	618	34.1801
YKR086W	3216	3017	2747	16.8699
YPL181W	1521	1322	3788	53.0895
YOR075W	1041	842	1509	33.2053
YDR024W	486	287	8	0.516462
YIL142C-A	333	134.001	1	0.138268
YMR159C	453	254	120	8.75341
YOR211C	2646	2447	3105	23.5103
YGL084C	1683	1484	3930	49.0669
YKL183W	921	722	1398	35.8757
YDR541C	1035	836	1360	30.1413
YPL245W	1365	1166	2577	40.9492
YGR118W	438	239	35818.3	2776.75
YDR369C	2565	2366	1029	8.05806
YLR437C-A	228	38.1945	3	1.45529
YOL049W	1476	1277	8091	117.393
YJR140W-A	150	13.0193	0	0
YJR044C	423	224	1430	118.282
YMR088C	1689	1490	3640	45.2632
YDR436W	2133	1934	1098	10.519
YIL083C	1098	899	2274	46.8663
YDR381C-A	345	146	434	55.0765
YDR230W	348	149	0	0
YHR133C	876	677	4167	114.042
YOR124C	3819	3620	6746	34.5277
YBR076W	1065	866	17	0.363715
YDL064W	474	275	2561	172.547
YIL058W	285	86.2066	1	0.214926
YJL103C	1857	1658	514	5.74392
YGR024C	714	515	2645	95.1587
YDR127W	4767	4568	12998	52.7206
YIL147C	3663	3464	5095	27.2519
YML097C	1356	1157	2712	43.4296
YNL051W	1212	1013	1619	29.612
YBR051W	351	152	3	0.365685
YMR097C	1104	905	1395	28.5598
YNL059C	2268	2069	5289	47.3634
YLR033W	1509	1310	4039	57.1258
YJR033C	4074	3875	1779	8.50617
YMR253C	1245	1046	671	11.8856
YPR050C	414	215	6	0.517062
YFR032C-B	264	66.2053	21	5.87701
YGL249W	2115	1916	90	0.870316
YHL040C	1884	1685	1277	14.0417
YLR023C	1632	1433	3539	45.7577
YFL040W	1623	1424	12	0.156135
YBL098W	1383	1184	1753	27.4322
YJR009C	999	800	93809.2	2172.63
YPR180W	1044	845	2250	49.3351
YGR148C	468	269	37556.7	2586.82
YJL196C	933	734	6638	167.56
YHR105W	645	446	158	6.56375
YMR204C	1263	1064	478	8.3237
YCR053W	1545	1346	23597	324.819
YLR085C	1317	1118	1502	24.8919
YDR069C	2781	2582	1424	10.2184
YDL074C	2103	1904	7806	75.9612
YHR114W	1902	1703	3009	32.7369
YLR137W	1104	905	824	16.8697
YOR346W	2958	2759	5072	34.061
YPR010C	3612	3413	27796	150.895
YGR257C	1101	902	2530	51.969
YOR279C	933	734	701	17.6951
YLR306W	567	368	468	23.5629
YGR242W	309	110.015	1	0.168413
YJL112W	2145	1946	3197	30.439
YBR036C	1233	1034	5819	104.27
YLR398C	3864	3665	5779	29.2152
YEL022W	4380	4181	6808	30.1696
YLR309C	2736	2537	7053	51.509
YPL092W	1377	1178	1892	29.7581
YDR282C	1245	1046	808	14.3123
YIR018C-A	138	11.5331	0	0
YLR446W	1302	1103	213	3.57795
YPL227C	1005	806	3412	78.4339
YGR273C	525	326	3	0.170504
YMR184W	597	398	1217	56.6549
YBL081W	1107	908	1427	29.1184
YLR160C	1089	890	4137.25	86.1295
YFR046C	1086	887	914	19.092
YHR194W	1740	1541	1147	13.7908
YJR142W	1029	830	2436	54.3787
YGL027C	2502	2303	7465	60.0573
YLR423C	1254	1055	604	10.6075
YBR182C-A	195	22.8744	2	1.61999
YMR286W	261	63.4937	707	206.309
YDL036C	1389	1190	2402	37.3987
YBR213W	825	626	541	16.0123
YHR037W	1728	1529	3781	45.8173
YOL159C-A	273	74.5993	64	15.8955
YLR107W	1215	1016	2279	41.5605
YNR045W	1470	1271	1115	16.254
YER137W-A	306	107.022	0	0
YMR072W	552	353	6792	356.495
YPL205C	345	146	8	1.01524
YER166W	4716	4517	7390	30.3127
YAL026C-A	438	239	247.381	19.1778
YDL186W	834	635	6	0.175068
YDR152W	798	599	5441	168.299
YLR163W-A	114	9.32945	0	0
YDR216W	3972	3773	1695	8.32363
YCR082W	387	188	2371	233.67
YER063W	657	458	3494	141.347
YHR045W	1683	1484	3731	46.5823
YMR280C	4302	4103	202	0.912179
YNL090W	579	380	1516	73.9172
YOR330C	3765	3566	4370	22.7054
YPL072W	1500	1301	925	13.1733
YKR091W	741	542	445	15.2122
YPL252C	519	320	1858	107.579
YGL057C	864	665	581	16.1877
YNL049C	2631	2432	4083	31.1061
YDL073W	2955	2756	4223	28.3904
YNL108C	813	614	1756	52.989
YEL042W	1557	1358	8148	111.168
YKL085W	1005	806	6521	149.903
YJR018W	363	164	44	4.97094
YLR219W	2187	1988	1908	17.7825
YBR082C	447	248	12749	952.477
YGL173C	4587	4388	13550	57.214
YNL138W	1581	1382	8680	116.37
YOR072W-A	249	53.2273	22	7.65804
YLR355C	1188	989	85183	1595.83
YLR039C	3171	2972	2989	18.634
YHL032C	2130	1931	1860	17.8468
YIL112W	3252	3053	4451	27.0123
YHR002W	1074	875	475	10.0581
YPL038W	534	335	979	54.1462
YJR085C	318	119.005	2454	382.067
YPL196W	822	623	1066	31.7029
YER088W-B	147	12.6175	0	0
YBR161W	1131	932	1140	22.6631
YCR032W	6504	6305	2810	8.25755
YGR218W	3255	3056	11148	67.5886
YJL015C	285	86.2066	0	0
YOR234C	324	125.002	15666	2322.04
YDR465C	1239	1040	6152	109.601
YIL169C	2988	2789	143.477	0.953155
YLR296W	327	128.001	4	0.578995
YCL030C	2400	2201	22641	190.592
YBR114W	2373	2174	2119	18.0593
YLR284C	843	644	458	13.1768
YOR017W	2403	2204	2203	18.5197
YLR036C	612	413	724	32.4802
YDR371W	1536	1337	1600	22.1727
YML099W-A	330	131.001	0	0
YBR162W-A	198	23.9008	1779	1379.09
YIL095W	2433	2234	1714	14.2154
YPL281C	1314	1115	45	0.747769
YER105C	4176	3977	6950	32.3787
YDR210W-A	1317	1118	26.5566	0.440109
YJR080C	1185	986	2693	50.6045
YIL055C	1884	1685	318	3.49669
YJR158W	1704	1505	2.5	0.0307775
YLR081W	1725	1526	36	0.437097
YFL036W	4056	3857	3948	18.9652
YEL053W-A	348	149	8	0.994795
YGR290W	444	245	0	0
YKL157W	2859	2660	9280	64.6393
YER189W	369	170	49.9056	5.43914
YKL113C	1149	950	4267	83.2203
YER014W	1620	1421	2141	27.916
YDL228C	642	443	13	0.543713
YDL112W	4311	4112	8770	39.5163
YPR164W	4224	4025	3585	16.5026
YPR136C	513	314	2	0.118013
YER158C	1722	1523	1088	13.2361
YGR294W	363	164	36.2146	4.09138
YNL189W	1629	1430	13493	174.825
YJL079C	900	701	2815	74.403
YER049W	1935	1736	13430	143.336
YKL109W	1665	1466	3356	42.4149
YGR293C	462	263	0	0
YDR179W-A	1392	1193	1001	15.5462
YBR280C	1914	1715	650	7.0223
YJL171C	1191	992	2234	41.7255
YLR369W	1974	1775	2777	28.9873
YBR259W	2067	1868	1547	15.3442
YGL181W	1191	992	2530	47.254
YML084W	309	110.015	0	0
YHR040W	1101	902	1906	39.1513
YKR102W	3510	3311	361	2.02012
YLR096W	3444	3245	4826	27.5551
YMR320W	306	107.022	132	22.8524
YDR475C	2631	2432	2035	15.5035
YMR270C	1098	899	2310	47.6083
YEL060C	1908	1709	1853	20.0892
YJR023C	402	203	0	0
YDL240W	3054	2855	2772	17.9894
YDL226C	1059	860	6116	131.765
YDR394W	1287	1088	10198	173.667
YER128W	612	413	689	30.91
YDR324C	2331	2132	10993	95.5342
YGL198W	708	509	2867	104.361
YLR344W	384	185	19260.8	1929
YBR223C	1635	1436	511	6.5932
YHR219W	1875	1676	5721.91	63.2554
YAL022C	1554	1355	3644	49.8275
YMR079W	915	716	5717	147.94
YHR071W	690	491	6195	233.771
YKR081C	1035	836	9668	214.269
YLR280C	351	152	7.67834	0.935953
YLR401C	2007	1808	5334	54.6619
YMR200W	771	572	3669	118.845
YMR264W	612	413	3053	136.964
YBR165W	834	635	907	26.4645
YOL046C	675	476	0	0
YIL027C	426	227	1864	152.142
YNR049C	633	434	904	38.593
YER155C	6504	6305	12131	35.6485
YJL035C	753	554	795	26.5881
YPL249C	2685	2486	1714	12.7744
YPR038W	360	161	0	0
YAL030W	354	155	1246	148.942
YLR131C	2313	2114	1996	17.4939
YLR285C-A	171	16.5603	1	1.11883
YAR014C	2130	1931	5921	56.8124
YGL261C	363	164	6.09281	0.688341
YLR162W	357	158	4	0.469065
YER156C	1017	818	5437	123.15
YBR238C	2196	1997	3293	30.5523
YIL156W-A	402	203	4	0.365085
YER066W	558	359	192.242	9.92165
YDR210W	228	38.1945	111	53.8459
YDL130W-A	261	63.4937	400	116.724
YLR233C	2100	1901	993	9.67826
YCL046W	324	125.002	1	0.148222
YDR147W	1605	1406	2112	27.8316
YPL127C	777	578	2709	86.8383
YPL077C	723	524	428	15.1336
YMR157C	768	569	982	31.9764
YPL051W	597	398	1063	49.4858
YER111C	3282	3083	3427	20.5954
YMR176W	4236	4037	2741	12.58
YOR002W	1635	1436	5179	66.8223
YGL182C	324	125.002	8	1.18578
YAL061W	1254	1055	477	8.37714
YBR275C	5751	5552	5236	17.4735
YOR175C	1860	1661	8054	89.8405
YER079C-A	339	140	0	0
YGR215W	333	134.001	815	112.689
YKL161C	1302	1103	459	7.71023
YNL118C	2913	2714	7795	53.2153
YNL037C	1083	884	5862	122.864
YDR489W	885	686	739	19.9595
YNR050C	1341	1142	7742	125.608
YGL179C	1683	1484	1248	15.5816
YJL109C	5310	5111	14453	52.3941
YML096W	1578	1379	2594	34.8526
YHR214C-E	300	101.044	1	0.183367
YGL235W	537	338	5	0.274084
YGR188C	3066	2867	1036	6.69518
YMR089C	2478	2279	5589	45.4381
YOR264W	1293	1094	3325	56.3124
YOL045W	3306	3107	4135	24.6584
YIL070C	801	602	1655	50.9368
YPL207W	2433	2234	12456	103.306
YBR079C	2895	2696	20312	139.593
YCR091W	2163	1964	567	5.34899
YKL190W	528	329	3146	177.171
YLR357W	2670	2471	4272	32.0323
YGL203C	2190	1991	6161	57.3337
YHR077C	3270	3071	8277	49.9371
YIL117C	957	758	1191	29.112
YMR307W	1680	1481	78840	986.328
YDL240C-A	138	11.5331	0	0
YOL152W	1863	1664	56	0.623541
YJR131W	1650	1451	1262	16.1147
YJL003W	357	158	275	32.2482
YDR196C	726	527	1954	68.698
YNL082W	2622	2423	1956	14.957
YLR286W-A	135	11.2077	0	0
YDL195W	3822	3623	12118	61.9716
YPR095C	3681	3482	2133	11.3499
YLL048C	4986	4787	14090	54.5353
YBR003W	1422	1223	2624	39.7528
YDR310C	3189	2990	5241	32.4768
YGL148W	1131	932	19012	377.957
YJR035W	3258	3059	2068	12.5257
YKL023C-A	228	38.1945	889	431.252
YNR032W	1107	908	1309	26.7106
YOR245C	1257	1058	1756	30.7517
YPL102C	303	104.031	3	0.534303
YOR335W-A	81	7.3499	0	0
YDL241W	372	173	280	29.9876
YLR004C	1572	1373	148	1.9972
YNL299W	1929	1730	3096	33.1577
YJL057C	2004	1805	1257	12.9029
YOL144W	1455	1256	3001	44.2697
YGL111W	1392	1193	6253	97.1131
YBR181C	711	512	52708.5	1907.39
YLR062C	378	179	4	0.414035
YCL038C	1587	1388	1046	13.9628
YFR036W-A	651	452	7	0.286939
YPR158W	759	560	703	23.2593
YJR159W	1074	875	176.666	3.74089
YJL222W-A	228	38.1945	0	0
YOR313C	1017	818	105	2.3783
YGL039W	1047	848	2293	50.1001
YDL207W	1617	1418	3688	48.1886
YPL257W-A	1323	1124	3.35674e-08	5.53326e-10
YOR014W	2274	2075	5492	49.0391
YLR394W	1449	1250	862	12.777
YOL069W	1356	1157	1197	19.1686
YAR019W-A	333	134.001	0	0
YML099C	2643	2444	3046	23.0918
YNL231C	1056	857	8009	173.152
YCR006C	474	275	174	11.7232
YJL159W	1242	1043	41993.7	745.984
YGL220W	363	164	2686	303.453
YER093C-A	414	215	316	27.2319
YLR042C	486	287	663	42.8018
YLR425W	3924	3725	1661	8.26177
YOR187W	1314	1115	11920	198.076
YEL036C	1503	1304	5633	80.0372
YJL125C	1152	953	4597	89.3741
YNL160W	1065	866	12654	270.732
YNL107W	681	482	1103	42.3993
YGR013W	1863	1664	2344	26.0996
YLL066W-A	483	284	0	0
