target_id	length	eff_length	est_counts	tpm
YOR114W	885	686	319	8.61582
YDR406W	4590	4391	1510	6.37153
YNR054C	951	752	3297	81.2327
YCR071C	441	242	912	69.8248
YOL019W-A	153	13.4437	0	0
YDL138W	2292	2093	1579	13.9779
YHR199C	933	734	1972	49.7784
YOL108C	456	257	633	45.6353
YHR154W	3213	3014	4183	25.7143
YNR075W	1125	926	541	10.8247
YLR302C	363	164	0	0
YGR240C-A	201	24.9909	0	0
YHR038W	693	494	690	25.8793
YOR360C	1581	1382	5397	72.356
YNL008C	2031	1832	2349	23.7568
YOR309C	381	182	3280.61	333.975
YDL068W	330	131.001	6	0.848607
YKL065C	621	422	4965	217.99
YMR191W	1122	923	2211	44.383
YHR027C	2982	2783	23090	153.724
YJL194W	1542	1343	547	7.54643
YOR148C	558	359	956	49.3394
YLR047C	2061	1862	853	8.48788
YKR050W	2670	2471	1349	10.1151
YLR225C	1224	1025	3344	60.4467
YDR219C	1398	1199	1584	24.4774
YCR090C	549	350	1658	87.7701
Q0140	1197	998	213	3.95439
YDR084C	600	401	1703	78.6865
YMR168C	1827	1628	1235	14.0554
YGL252C	1767	1568	6154	72.7179
YGL221C	867	668	5061	140.375
YJR020W	333	134.001	24	3.31844
YKL114C	1104	905	4075	83.4275
YDR077W	1017	818	43880	993.901
YIL141W	390	191	90	8.7305
YPL103C	1407	1208	1349	20.6907
YJR155W	867	668	585	16.2259
YJR051W	1506	1307	4077	57.7956
YLR167W	459	260	108768	7751
YMR230W	318	119.005	16388.5	2551.56
YPR079W	1146	947	1225	23.9671
YJR148W	1131	932	6606	131.327
YMR275C	2931	2732	3018	20.4677
YJR102C	609	410	699	31.5881
YHR052W-A	195	22.8744	0	0
YLR428C	345	146	1	0.126904
YER117W	414	215	34988.4	3015.2
YIL102C-A	228	38.1945	71	34.442
YPL128C	1689	1490	1801	22.3953
YJR075W	1191	992	6385	119.256
YPL149W	885	686	1101	29.7367
YGR147C	867	668	2355	65.3197
YPL132W	903	704	1010	26.5815
YLR409C	2820	2621	10830	76.5581
YDR121W	591	392	1712	80.9185
YOR176W	1182	983	5611	105.759
YGR182C	354	155	54	6.45494
YNL190W	615	416	4188	186.528
YDL204W	1182	983	605	11.4033
YKL050C	2769	2570	572	4.12376
YOL081W	9240	9041	4578	9.38187
YML133W-A	576	377	3.82147	0.18781
YDR098C	858	659	5826	163.8
YBL108C-A	129	10.6044	0	0
YMR048W	954	755	1101	27.0191
YOL011W	2061	1862	5926	58.9674
YOR177C	1395	1196	239	3.70251
YGR205W	873	674	921	25.318
YLR188W	2088	1889	4616	45.2756
YOL034W	3282	3083	2548	15.3128
YJR066W	7413	7214	3150	8.0903
YFL021C-A	855	656	13	0.367172
YCR050C	309	110.015	0	0
YOR186C-A	210	28.6775	0	0
YHR159W	1515	1316	634	8.92613
YBL090W	534	335	1132	62.6083
YPL139C	1383	1184	2306	36.0859
YBR203W	2775	2576	376	2.70441
YBR121C	2004	1805	43815	449.755
YGR109C	1143	944	408	8.00789
YAL002W	3825	3626	2078	10.6181
YKL215C	3861	3662	3409	17.248
YGR255C	1440	1241	3421	51.0753
YIL120W	1692	1493	501	6.21739
YKL165C-A	234	42.0611	9	3.96454
YKR094C	387	188	35119.2	3461.12
YER175C	900	701	3413	90.2087
YMR256C	183	19.3378	328	314.265
YDR070C	282	83.2735	55	12.2373
YEL064C	1443	1244	616	9.17467
YGL133W	3795	3596	3578	18.4353
YPR156C	1869	1670	7990.8	88.6551
YER067W	486	287	319	20.5939
YOR003W	1437	1238	620	9.279
YAL056W	2643	2444	4532	34.3573
YGL067W	1155	956	2811	54.4795
YHL050W-A	483	284	0	0
YNL119W	1482	1283	3402	49.129
YNR035C	1029	830	7091	158.292
YOR232W	687	488	7046	267.518
YMR092C	1848	1649	8006	89.9549
YNL226W	411	212	1	0.0873965
YDR461W	111	9.10829	0	0
YOR317W	2103	1904	10368	100.892
YAR066W	612	413	0	0
YGR162W	2859	2660	22914	159.606
YPL249C-A	303	104.031	27942.9	4976.67
YMR102C	2505	2306	3788	30.4355
YDL066W	1287	1088	7934	135.112
YOR387C	621	422	15	0.65858
YGL070C	369	170	1058	115.31
YKL010C	4452	4253	4352	18.9594
YDR543C	300	101.044	0	0
YJL076W	3570	3371	7004	38.4962
YML025C	861	662	1481	41.4502
YBR272C	1443	1244	2079	30.9645
YDL111C	798	599	3140	97.1254
YDR524C-A	120	9.80347	0	0
YIR030C	735	536	317	10.9578
YPR018W	1821	1622	2668	30.4765
YNL316C	1005	806	1125	25.8611
YGR161C	792	593	417	13.029
YMR068W	1281	1082	534	9.14416
YKL168C	2175	1976	948	8.88897
YIL011W	810	611	316	9.58243
YDR476C	675	476	969	37.7178
YLR157C	1089	890	4137.25	86.1295
YGL165C	579	380	0	0
YPL272C	1554	1355	332	4.53972
YJL123C	1437	1238	9311	139.35
YJR078W	1362	1163	217	3.45708
YNL067W-A	147	12.6175	0	0
YHR080C	4038	3839	3341	16.1246
YMR086W	2883	2684	3205	22.1246
YDR213W	2742	2543	2001	14.5791
YNL071W	1449	1250	15586	231.023
YDL113C	1923	1724	1720	18.4851
YJL137C	1143	944	714	14.0138
YJL114W	681	482	5.17893	0.199078
YBL086C	1401	1202	1433	22.0888
YGL006W	3522	3323	3859	21.5166
YMR007W	381	182	13	1.32343
YFR026C	510	311	99	5.898
YHR119W	3243	3044	3693	22.4784
YML087C	939	740	199	4.98255
YMR066W	2697	2498	1748	12.9652
YLR090W	1380	1181	2141	33.589
YER006C-A	318	119.005	0	0
YPR196W	1413	1214	531.145	8.10633
YLR052W	753	554	2267	75.8179
YMR225C	297	98.0609	675	127.538
YOR230W	1314	1115	13250	220.177
YOL102C	693	494	1719	64.4732
YBR062C	543	344	1037	55.8535
YBR169C	2082	1883	2380	23.4184
YFR019W	6837	6638	3347	9.34218
YDR004W	1383	1184	1562	24.4433
YER076C	909	710	535	13.9613
YBR126W-B	144	12.2368	0	0
YBR210W	429	230	963	77.5762
YPL206C	966	767	3199	77.2768
YJL170C	630	431	616	26.4809
YKR073C	321	122.003	37	5.61902
YNL322C	942	743	5131	127.951
YBL100W-C	120	9.80347	0	0
YHR155W	3687	3488	2208	11.7288
YNR043W	1191	992	6551	122.356
YLR083C	2004	1805	11971	122.881
YBR223W-A	120	9.80347	0	0
YGR082W	552	353	3316	174.048
YER004W	696	497	3411	127.161
YNL232W	879	680	3530	96.1824
YMR251W-A	180	18.5798	1829	1823.91
YNL209W	1842	1643	102586	1156.86
YDR037W	1776	1577	56054	658.574
YHR153C	597	398	168	7.82089
YKR055W	876	677	1042	28.5173
YPR016C	738	539	9795	336.702
YOR316C	1320	1121	3424	56.5924
YLR060W	1788	1589	23205	270.575
YNL178W	723	524	88929	3144.43
YHR206W	1869	1670	4479	49.6929
YPL090C	711	512	73584.5	2662.85
YLR132C	873	674	729	20.04
YNL025C	972	773	689	16.5147
YDR483W	1329	1130	13395	219.631
YPR027C	834	635	17	0.496027
YPL067C	597	398	405	18.8539
YCR026C	2229	2030	3462	31.5981
YDL214C	2100	1901	91	0.88693
YLR326W	723	524	680	24.044
YMR080C	2916	2717	7573	51.6426
YBL082C	1377	1178	2149.09	33.8017
YGL092W	3954	3755	7645	37.7222
YGL159W	1113	914	1406	28.5016
YDL017W	1524	1325	1193	16.6822
YGL218W	651	452	3	0.122974
YDR527W	1320	1121	4621	76.3766
YBR093C	1404	1205	465.596	7.15899
YGL138C	1038	839	4	0.088334
YDR391C	699	500	1200	44.4673
YOR131C	657	458	1414	57.2024
YDR345C	1704	1505	61969.4	762.906
YBR015C	1794	1595	7857	91.2696
YLR303W	1335	1136	0	0
YIL151C	3357	3158	3784	22.2008
YDL185C-A	228	38.1945	0	0
YLR016C	615	416	914	40.7083
YLR127C	2562	2363	1190	9.33068
YOL116W	1149	950	1367	26.6609
YJL222W	4650	4451	2115.08	8.80439
YPL155C	2121	1922	1658	15.9831
YKR012C	378	179	33	3.41579
YNL186W	2379	2180	9805	83.3338
YFR024C-A	1380	1181	6768	106.179
YPR110C	1008	809	14651	335.543
YLR097C	1035	836	1396	30.9392
YDR210C-C	1323	1124	0	0
YNL324W	396	197	1	0.0940511
YMR238W	1377	1178	3913	61.5452
YCR034W	1044	845	9825	215.43
YCR106W	2499	2300	1294	10.424
YLR414C	792	593	2833	88.516
YDR392W	1014	815	1570	35.6921
YIL035C	1119	920	4901	98.7022
YBL032W	1146	947	5492	107.451
YML049C	4086	3887	3958	18.8665
YDR416W	2580	2381	2557	19.8976
YDL247W-A	75	7.07558	0	0
YKL083W	615	416	6	0.267232
YDL108W	921	722	1406	36.081
YBL022C	3402	3203	9585	55.4454
YGR176W	348	149	8	0.994795
YMR240C	1311	1112	1446	24.0931
YIL089W	618	419	100	4.42197
YPR052C	282	83.2735	2751.36	612.168
YGL071W	2073	1874	2794	27.624
YPR159C-A	102	8.50096	0	0
YGR219W	342	143	0	0
YPL115C	3387	3188	3548	20.6203
YBL063W	3336	3137	1953	11.535
YMR049C	2424	2225	11886	98.9773
YMR045C	5268	5069	12382	45.2583
YIL046W	1923	1724	2463	26.4702
YMR292W	417	218	1957	166.328
YDR243C	1767	1568	1468	17.3464
YDL008W	498	299	857	53.1055
YNL126W	2541	2342	2053	16.2417
YNR017W	669	470	3862	152.245
YOR383C	615	416	504	22.4475
YOR246C	993	794	5067	118.239
YLR095C	2439	2240	3089	25.5505
YNL050C	813	614	2135	64.4258
YOR115C	807	608	1908	58.144
YCR100C	951	752	287	7.07121
YNL096C	573	374	22963.8	1137.63
YLL034C	2514	2315	7823	62.6112
YHR019C	1665	1466	25846	326.655
YLR075W	666	467	105922	4202.42
YDL220C	2775	2576	909	6.53805
YKL033W-A	711	512	4379	158.466
YNL123W	2994	2795	10206	67.6556
YPL084W	2535	2336	3038	24.096
YNL162W-A	219	33.0557	126	70.6244
YMR122W-A	255	58.2335	6045	1923.33
YGR260W	1605	1406	13656	179.957
YFR031C-A	765	566	60665.6	1985.89
YDR012W	1089	890	45742.7	952.274
YOR113W	2745	2546	688	5.0068
YCL005W	771	572	1243	40.2629
YLR417W	1701	1502	1361	16.7887
YIR003W	2040	1841	2598	26.1466
YJR146W	354	155	9	1.07582
YLR390W	339	140	498	65.9068
YBR233W-A	285	86.2066	410	88.1198
YKL022C	2523	2324	2085	16.6226
YHR157W	549	350	90	4.76436
YAL014C	768	569	1420	46.2387
YOL072W	1368	1169	1210	19.1779
YPL239W	603	404	3836	175.925
YJR055W	495	296	484	30.2959
YBR179C	2568	2369	2386	18.661
YLR226W	1188	989	1787	33.4779
YFR048W	1989	1790	2255	23.3412
YBR230W-A	201	24.9909	100	74.1393
YIL074C	1410	1211	5563.52	85.1207
YGR031W	1029	830	1446	32.279
YOR322C	2457	2258	4083	33.5031
YDL145C	3606	3407	18639	101.363
YOR033C	2109	1910	2385	23.1358
YKR077W	1092	893	897	18.6111
YNL284C-A	1323	1124	0	0
YPR088C	1626	1427	9543	123.906
YPR063C	423	224	3048	252.114
YJR013W	1212	1013	1806	33.0323
YKL046C	1350	1151	7370	118.638
YER107C	1098	899	3754	77.3686
YKL024C	615	416	3666	163.279
YPR054W	1167	968	38	0.727341
YMR075W	2055	1856	2305	23.0103
YMR012W	3834	3635	25584	130.405
YLR377C	1047	848	17	0.371435
YBR262C	321	122.003	977	148.372
YDR088C	1149	950	1566	30.542
YDR118W	1959	1760	1072	11.2853
YEL030W	1935	1736	542	5.78468
YIR034C	1122	923	4557	91.476
YKL008C	1257	1058	4798	84.0242
YMR291W	1761	1562	1974	23.4151
YML011C	534	335	506	27.9857
YPL048W	1248	1049	9970	176.096
YIL159W	4128	3929	1870	8.8184
YGL120C	2304	2105	13288	116.96
YCL048W	1392	1193	34	0.528042
YAR008W	828	629	1313	38.6762
YER179W	1005	806	85	1.95395
YGL116W	1833	1634	2891	32.7813
YJR047C	474	275	149.06	10.0429
YKL219W	1224	1025	1690.71	30.5615
YPR126C	309	110.015	2	0.336827
YMR001C	2118	1919	4158	40.1457
YGL227W	2877	2678	1645	11.3811
YLR406C	342	143	11981	1552.34
YDR506C	1827	1628	829	9.43474
YER135C	393	194	2	0.191011
YDR299W	1605	1406	8256	108.796
YOR223W	879	680	568	15.4764
YBR298C	1845	1646	545	6.13475
YLR001C	2589	2390	2439	18.9079
YAL003W	621	422	62019	2722.97
YHR185C	714	515	18	0.647583
YPL049C	1359	1160	5158	82.386
YBR187W	843	644	7336	211.059
YBL111C	2004	1805	216.906	2.2265
YKL159C	636	437	391	16.5777
YNL260C	597	398	931	43.3408
YLR154W-B	165	15.3999	0	0
YJL210W	816	617	1391	41.7707
YBL015W	1581	1382	1588	21.2898
YAL054C	2142	1943	381	3.63314
YCR097W-A	267	68.9638	0	0
YMR119W	1875	1676	2504.22	27.684
YDL020C	1596	1397	2772	36.7643
YDR174W	741	542	7132	243.805
YBR055C	2700	2501	4056	30.0479
YIL018W	765	566	90801.4	2972.39
YJL105W	1683	1484	45	0.561835
YGR040W	1107	908	1743	35.5665
YJR103W	1737	1538	3279	39.5016
YLL037W	381	182	15	1.52704
YOR191W	4860	4661	4999	19.8717
YOR013W	471	272	212.409	14.4689
YGL210W	669	470	2127	83.8493
YML036W	546	347	863	46.0799
YOL134C	390	191	1	0.0970056
YFL051C	483	284	7	0.456678
YJL205C	162	14.8683	3	3.73843
YLR293C	660	461	24441.9	982.347
YDR413C	576	377	3	0.147438
YHR031C	2172	1973	2339	21.9651
YLR149C-A	87	7.64624	0	0
YJR118C	612	413	2405	107.893
YIR040C	333	134.001	0	0
YLR177W	1887	1688	1061	11.6459
YMR031W-A	327	128.001	0	0
YBL005W-B	5268	5069	13302.3	48.6221
YGR279C	1161	962	14672	282.582
YBR290W	966	767	2350	56.7679
YGL123W	765	566	130216	4262.63
YOL115W	1755	1556	3036	36.1512
YOR231W	1527	1328	1704	23.774
YMR062C	1326	1127	12976	213.328
YPL176C	2352	2153	3033	26.1011
YJR134C	2124	1925	4310	41.4836
YLL051C	2139	1940	3319	31.6983
YDL094C	510	311	2	0.119152
YLR119W	642	443	671	28.0639
YIL064W	774	575	2862	92.2214
YDR165W	1335	1136	7664	124.999
YNL142W	1500	1301	640	9.1145
YMR222C	672	473	1207	47.2799
YHR144C	939	740	1634	40.912
YPL198W	735	536	12066.4	417.104
YBR178W	375	176	0	0
YNL311C	2292	2093	2427	21.4848
YLR242C	966	767	879	21.2336
YER057C	390	191	3287	318.857
YML029W	2517	2318	2408	19.2474
YCR087C-A	462	263	1593	112.225
YLR337C	2454	2255	2462	20.2289
YAL033W	522	323	1102	63.2134
YNR060W	2160	1961	172	1.6251
YLR333C	327	128.001	12902.3	1867.59
YGL087C	414	215	1560	134.436
YML037C	1023	824	398	8.94923
YDL101C	1542	1343	1288	17.7693
YDR195W	1602	1403	1726	22.7936
YDR322W	1104	905	2032	41.6011
YDL102W	3294	3095	3919	23.4609
YOR170W	306	107.022	0	0
YGR276C	1662	1463	3756	47.5676
YBR126C	1488	1289	10241	147.204
YJL081C	1470	1271	5716	83.3253
YLR363W-A	258	60.8345	730	222.332
YGR076C	474	275	872	58.7508
YMR075C-A	366	167	2	0.221893
YCR020C-A	267	68.9638	288	77.3751
YDL141W	2073	1874	2484	24.5591
YNL114C	372	173	15	1.60648
YML010W	3192	2993	11943.1	73.9331
YDR463W	1560	1361	3594	48.9272
YHR054C	1065	866	1276.89	27.319
YPL168W	1293	1094	1085	18.3756
YDR328C	585	386	4255	204.241
YDR344C	444	245	44	3.32749
YGR021W	873	674	1394	38.3206
YPL237W	858	659	22036	619.551
YKR056W	1920	1721	7225	77.7834
YMR224C	2079	1880	1432	14.1129
YPR105C	2586	2387	4669	36.2411
YKL030W	606	407	10	0.455235
YPL083C	1404	1205	1465	22.5258
YBL059C-A	330	131.001	532	75.2432
YAL016C-A	315	116.007	7	1.118
YMR172W	2160	1961	2302	21.7499
YHR021C	249	53.2273	17688	6157.07
YGL217C	342	143	0	0
YOL140W	1272	1073	3570	61.6451
YGL107C	1941	1742	3019	32.1103
YGR128C	2142	1943	10240	97.6466
YNR020C	813	614	998	30.1156
YOR206W	2133	1934	15983	153.12
YPR017C	432	233	407	32.3645
YDL132W	2448	2249	6359	52.3877
YER137C-A	1323	1124	3.35674e-08	5.53326e-10
YNR039C	1818	1619	2305	26.3787
YAL063C	3969	3770	163.901	0.80551
YFR016C	3702	3503	6487	34.311
YGL193C	312	113.011	247	40.4956
YCR010C	852	653	26	0.737718
YDR283C	4980	4781	3966	15.3696
YBL071C	309	110.015	2	0.336827
YOR354C	2079	1880	4120	40.604
YNL309W	1263	1064	727	12.6597
YMR143W	432	233	35425.3	2817
YGR183C	201	24.9909	221	163.848
YGR179C	1221	1022	1154	20.9211
YGR175C	1491	1292	19579	280.775
YAR020C	168	15.9631	0	0
YKR072C	1689	1490	3878.86	48.2333
YNL265C	897	698	1672	44.3824
YKL211C	1455	1256	7486	110.431
YMR192W	2163	1964	1468	13.8489
YLR274W	2328	2129	4025	35.0284
YGL043W	930	731	4091	103.691
YPR189W	4299	4100	4487	20.2769
YDL103C	1434	1235	3714	55.7192
YDL152W	366	167	3	0.332839
YNL196C	897	698	19	0.504346
YHL003C	1236	1037	5657	101.074
YGL135W	654	455	56335.7	2294.05
YJL155C	1359	1160	1109	17.7135
YHR212W-A	204	26.1481	0	0
YOL132W	1416	1217	61	0.928687
YGL082W	1146	947	3076	60.182
YNR048W	1182	983	1099	20.7145
YDL134C	1110	911	5246.94	106.713
YHR083W	990	791	3121	73.105
YLL023C	840	641	1761	50.9016
YGR204W	2841	2642	17696	124.1
YLR202C	327	128.001	19	2.75023
YFR005C	1347	1148	1899	30.6488
YBR216C	2025	1826	1955	19.837
YGR265W	411	212	8	0.699172
YEL020W-A	264	66.2053	717	200.658
YEL038W	684	485	2099	80.1864
YCR035C	1185	986	5175	97.2441
YLR022C	753	554	3810	127.422
YMR026C	1200	1001	1679	31.0775
YJR016C	1758	1559	67794	805.703
YDR176W	2109	1910	4133	40.0924
YGL004C	1254	1055	1438	25.2544
YDR222W	1248	1049	2872	50.727
YPR162C	1590	1391	1475	19.6469
YEL076C-A	651	452	0	0
YEL054C	498	299	34082.7	2112
YDR020C	699	500	961	35.6109
YKL165C	2760	2561	4334	31.3552
YPR129W	1050	851	4117	89.6358
YDL091C	1368	1169	1211	19.1937
YJL154C	2835	2636	4771	33.5347
YKL164C	1026	827	19946.7	446.884
YDR220C	294	95.0839	2	0.38972
YDR074W	2691	2492	4258	31.6583
YBR240C	1353	1154	209	3.3556
YHR086W-A	162	14.8683	0	0
YDR251W	2493	2294	4962	40.0768
YOL042W	1092	893	1114	23.1134
YHR196W	1728	1529	9098	110.247
YDR494W	1086	887	2240	46.7901
YGL142C	1851	1652	2660	29.8333
YKL151C	1014	815	2098	47.6955
YLL067C	3618	3419	33.0296	0.178992
YPL230W	1176	977	207	3.9256
YOR144C	2376	2177	1857	15.8046
YOR046C	1449	1250	11278	167.168
YLL062C	975	776	273	6.51825
YLR255C	354	155	11	1.31489
YBL056W	1407	1208	8391	128.699
YER089C	1395	1196	4075	63.1286
YDL175C	1035	836	1123	24.8888
YOR336W	4098	3899	3966	18.8464
YKL100W-A	90	7.80345	0	0
YML131W	1098	899	787	16.2198
YNL139C	4794	4595	4061.77	16.378
YHR192W	837	638	1920	55.7584
YNL313C	2715	2516	7810	57.5136
YCR051W	669	470	4462	175.898
YGR067C	2415	2216	255	2.13206
YHL024W	2142	1943	128	1.22058
YJL185C	882	683	287	7.78558
YBL012C	402	203	0	0
YER071C	381	182	675	68.7167
YOR063W	1164	965	164178	3152.23
YDR524C-B	201	24.9909	13717	10169.7
YDR102C	333	134.001	11	1.52095
YPL076W	843	644	586	16.8594
YIR002C	2982	2783	4140	27.5624
YMR294W	1122	923	1248	25.052
YER044C-A	1227	1028	204	3.67677
YIL017C	2766	2567	1369	9.88115
YML110C	924	725	6354	162.382
YPR065W	1107	908	3411	69.6027
YLR288C	1425	1226	979	14.7952
YHR213W-B	300	101.044	1	0.183367
YJL093C	2076	1877	2903	28.6558
YNR069C	1470	1271	420	6.12257
YLR170C	471	272	793	54.0175
YCR057C	2772	2573	11293	81.3204
YJL160C	864	665	97	2.70259
YBR287W	1284	1085	4125	70.4408
Q0050	2505	2306	13	0.104451
YDR356W	2835	2636	3552	24.9665
YER077C	2067	1868	2185	21.6723
YDL033C	1254	1055	851	14.9454
YJR083C	930	731	944	23.9268
YDR291W	3234	3035	2771	16.9164
YGR239C	867	668	1134	31.4533
YML057C-A	390	191	1	0.0970056
YER031C	672	473	5570	218.185
YFR057W	456	257	1	0.0720936
YOR006C	942	743	2934	73.1646
YPR204W	3099	2900	16406.7	104.822
YNL283C	1512	1313	3215	45.3676
YGR153W	654	455	248	10.0988
YOL032W	741	542	710	24.2711
YLR194C	765	566	3416	111.823
YPR158C-C	1323	1124	2158.12	35.5745
YER168C	1641	1442	3352	43.0694
YML031C-A	336	137	0	0
YDR079C-A	219	33.0557	58	32.5096
YFR032C-A	180	18.5798	587	585.367
YJL151C	402	203	2204	201.162
YOR332W	702	503	15375	566.34
YMR181C	465	266	537	37.4044
YOL010W	1104	905	4742	97.0829
YDL042C	1689	1490	1341	16.6753
YNL109W	546	347	7	0.373765
YKR022C	969	770	1587	38.1871
YNL148C	765	566	807	26.4172
YMR318C	1083	884	12107	253.755
YGL078C	1572	1373	14448	194.97
YER142C	891	692	807	21.6071
YIL065C	468	269	958	65.9847
YPL062W	405	206	2	0.179884
YKR074W	468	269	1966	135.413
YNL099C	717	518	2235	79.9425
YKL201C	3537	3338	2070	11.4898
YPR083W	1740	1541	1144	13.7548
YBL033C	1038	839	2438	53.8396
YDL159W-A	132	10.8985	0	0
YCL057W	2139	1940	6413	61.2477
YHR102W	3243	3044	2552	15.5334
YDR117C	1698	1499	3072	37.9708
YLR245C	429	230	264	21.267
YNL198C	303	104.031	80	14.2481
YLR185W	267	68.9638	6768	1818.32
YGL216W	2418	2219	1687	14.086
YPL254W	1467	1268	2505	36.6031
YNL100W	705	506	1670	61.1499
YPL184C	1839	1640	4146	46.8398
YDR492W	951	752	4398	108.36
YER006W	1563	1364	13631	185.158
YOL114C	609	410	129	5.82956
YNL288W	1122	923	2984	59.9
YGR096W	945	746	330	8.19606
YER132C	5262	5063	2034	7.44343
YJL008C	1707	1508	16535	203.157
YHR202W	1809	1610	670	7.71044
YJR041C	3525	3326	5915	32.9505
YHR094C	1713	1514	36247.3	443.588
YKR045C	552	353	263	13.8042
YPR140W	1146	947	1683	32.9279
YPR029C	2499	2300	5984	48.2052
YNL318C	1623	1424	7	0.091079
YDR276C	168	15.9631	902	1046.93
YHR165C	7242	7043	5839	15.3607
YLL014W	327	128.001	2217	320.908
YOR272W	1383	1184	8083	126.488
YLL056C	897	698	309	8.20225
YOL040C	429	230	44416	3578.01
YGR143W	2316	2117	2983	26.1073
YPL165C	1122	923	16	0.32118
YNR026C	1416	1217	2836	43.1763
YLR120W-A	102	8.50096	0	0
YOR203W	354	155	29	3.46654
YBL013W	1206	1007	199	3.66145
YER038W-A	381	182	15	1.52704
YMR013W-A	81	7.3499	0	0
YOR302W	78	7.21013	0	0
YGR122W	1209	1010	1264	23.1876
YLR076C	423	224	9	0.744431
YGR221C	1869	1670	1072	11.8935
YLL018C	1674	1475	18401	231.142
YDR275W	708	509	1016	36.9833
YDR295C	2025	1826	2087	21.1764
YHR140W	720	521	133	4.72981
YKL127W	1713	1514	7617	93.2155
YJL131C	1071	872	1047	22.2464
YOR241W	1647	1448	5256	67.2538
YDR382W	333	134.001	27719	3832.66
YDR495C	3036	2837	2151	14.0479
YOL129W	555	356	4160	216.508
YNL102W	4407	4208	4584	20.1836
YML014W	840	641	2173	62.8104
YDR237W	879	680	1898	51.7151
YOR343W-A	1317	1118	0	0
YKR009C	2703	2504	724	5.35716
YGL006W-A	111	9.10829	0	0
YJR129C	1020	821	753	16.9935
YPR039W	336	137	1	0.135241
YPR024W	2244	2045	6090	55.1765
YOR289W	756	557	536	17.8295
YLR259C	1719	1520	27546	335.772
YIL102C	306	107.022	0	0
YOR229W	1404	1205	1133	17.421
YKR049C	402	203	572	52.2071
YKL073W	2646	2447	6400	48.4592
YDR496C	1971	1772	14455	151.142
YBL070C	321	122.003	2	0.303731
YPL042C	1668	1469	2352	29.6651
YJL133W	945	746	2385	59.2352
YOL077W-A	207	27.3759	420	284.257
YCL040W	1503	1304	7953	113.001
YPL145C	1305	1106	10347	173.336
YDL146W	1476	1277	1070	15.5247
YDR100W	432	233	1324	105.284
YJR004C	1953	1754	1133	11.9682
YBR186W	1695	1496	34	0.421092
YKL137W	336	137	550	74.3825
Q0160	708	509	47	1.71084
YDR098C-A	1323	1124	868.104	14.3099
YFR041C	888	689	2354	63.302
YLR133W	1749	1550	2087	24.9471
YKL006C-A	294	95.0839	573	111.655
YPR192W	918	719	30	0.773076
YMR189W	3105	2906	8749	55.7818
YOR137C	1869	1670	1374	15.244
YNL215W	963	764	2556	61.9866
YDL105W	1209	1010	773	14.1804
YOR161W-A	81	7.3499	0	0
YDR111C	1524	1325	2282	31.9102
YCL029C	1323	1124	1803	29.7207
YDR172W	2058	1859	24985	249.018
YPL064C	906	707	1889	49.5043
YML054C-A	159	14.3664	0	0
YNL085W	2493	2294	12447	100.531
YAL031W-A	309	110.015	0	0
YDL230W	1008	809	1097	25.124
YFR025C	1008	809	3048	69.8066
YHR093W	549	350	2	0.105875
YOR050C	348	149	6	0.746096
YNL264C	1053	854	1914	41.5254
YGL051W	705	506	40.8904	1.49727
YBL038W	699	500	1450	53.7314
YHR148W	552	353	1564	82.0903
YPL166W	642	443	170	7.11009
YIL165C	360	161	548	63.0645
YJL005W	6081	5882	4952	15.5986
YDR103W	2754	2555	2492	18.0712
YNL130C-A	147	12.6175	0	0
YAR050W	4614	4415	269.716	1.1319
YPL026C	1509	1310	2959	41.8508
YJR006W	1464	1265	2657	38.9163
YLR044C	1692	1493	302590	3755.12
YJL115W	840	641	3149	91.0216
YLR262C	648	449	1649.99	68.0872
YDR386W	1899	1700	1160	12.6427
YJL099W	2241	2042	1071	9.71771
YLR422W	5799	5600	3619	11.9738
YJR154W	1041	842	399	8.77992
YNL333W	897	698	561.911	14.9156
YFR010W	1500	1301	7669	109.217
YJL161W	543	344	178	9.58719
YJR097W	519	320	717	41.5144
YIR021W	1092	893	1364	28.3004
YJR046W	1815	1616	2505	28.7208
YPR103W	864	665	8706	242.564
YBL088C	8364	8165	2902	6.58523
YJR122W	1494	1295	1251	17.8985
YOR390W	1128	929	851.731	16.987
YML105C	822	623	4094	121.756
YCR047W-A	207	27.3759	0	0
YDL245C	1704	1505	2.5	0.0307775
YEL049W	363	164	6.25858	0.707069
YKL035W	1500	1301	12140	172.891
YMR056C	930	731	400	10.1385
YDR141C	5097	4898	3917	14.8172
YGL171W	1695	1496	6284	77.8278
YLR115W	2580	2381	2789	21.703
YOR373W	2556	2357	1522	11.9642
YOL096C	939	740	901	22.5592
YGR249W	1371	1172	191	3.0195
YLR235C	399	200	5	0.463202
YAR035W	2064	1865	223	2.21542
YGR198W	2454	2255	4866	39.9812
YBR081C	3999	3800	5015	24.4522
YJR026W	1323	1124	3.35674e-08	5.53326e-10
YNR022C	420	221	1161	97.3352
YPL167C	4515	4316	1359	5.83402
YDR034C	2373	2174	3459	29.4796
YBR033W	2760	2561	111	0.803051
YGR291C	222	34.6815	0	0
YPL186C	915	716	299	7.73728
YBL084C	2277	2078	2351	20.9622
YOR352W	1032	833	977	21.731
YDL030W	1593	1394	1724	22.9142
YLR406C-A	150	13.0193	0	0
YAL013W	1218	1019	1675	30.4558
YLR294C	330	131.001	600	84.8607
YBR012C	420	221	211	17.6897
YJL031C	984	785	2175	51.3357
