reporterId	systematicName	geneSymbol	M	A	pvalue
SCAB000859	YDL109C	YDL109C	0.032100843	7.5116866	0.79026
SCAB000860	YDL110C	TMA17	-0.22683916	9.1553907	0.0577764
SCAB000861	YDL111C	RRP42	0.16500505	11.322947	0.0852599
SCAB000862	YDL112W	TRM3	0.17116839	11.201585	0.0711564
SCAB000863	YDL113C	ATG20	0.057429476	9.5021829	0.724979
SCAB000864	YDL114W	YDL114W	-0.011545799	6.4007946	0.932843
SCAB000865	YDL114W-A	YDL114W-A	-0.019035882	6.7641599	0.886385
SCAB000866	YDL115C	IWR1	-0.043199882	9.6923308	0.711591
SCAB000867	YDL116W	NUP84	-0.022696627	10.811216	0.88856
SCAB000868	YDL117W	CYK3	0.059369123	10.257423	0.64257
SCAB000869	YDL118W	YDL118W	0.0085585988	6.8649431	0.956697
SCAB000870	YDL119C	YDL119C	-0.092427844	9.4128785	0.304635
SCAB000871	YDL120W	YFH1	-0.15288822	10.678753	0.0824714
SCAB000872	YDL121C	YDL121C	0.14285778	12.049094	0.190763
SCAB000873	YDL122W	UBP1	0.066385451	11.197703	0.605274
SCAB000874	YDL123W	SNA4	-0.034247478	10.204566	0.818073
SCAB000875	YDL124W	YDL124W	-0.013570132	12.943603	0.961659
SCAB000876	YDL125C	HNT1	0.07349122	12.329788	0.482861
SCAB000877	YDL126C	CDC48	0.026573459	12.392787	0.903085
SCAB000878	YDL127W	PCL2	0.066991562	9.6089741	0.655921
SCAB000879	YDL128W	VCX1	0.0074825763	12.13751	0.965159
SCAB000880	YDL129W	YDL129W	0.5918613	8.1939565	8.96749e-06
SCAB000881	YDL130W	RPP1B	-0.037861172	14.807525	0.908198
SCAB000882	YDL130W-A	STF1	0.083179322	10.565412	0.733695
SCAB000883	YDL131W	LYS21	0.10946755	12.702944	0.183261
SCAB000884	YDL132W	CDC53	-0.074579294	10.957911	0.536079
SCAB000885	YDL184C	RPL41A	0.42171612	15.281232	0.133821
SCAB000886	YDL133W	YDL133W	-0.1742974	10.428989	0.0832638
SCAB000887	YDL134C	PPH21	0.055973028	11.522078	0.600659
SCAB000888	YDL135C	RDI1	0.021394442	12.466258	0.862378
SCAB000889	YDL191W	RPL35A	-0.084563235	15.325367	0.839004
SCAB000890	YDL137W	ARF2	0.22982169	12.790951	0.0164616
SCAB000891	YDL138W	RGT2	0.0026665201	9.0742929	0.988652
SCAB000892	YDL139C	SCM3	0.082893301	8.2622464	0.477682
SCAB000893	YDL140C	RPO21	0.28276004	11.088368	0.113752
SCAB000894	YDL141W	BPL1	0.096882524	11.507761	0.480072
SCAB000895	YDL142C	CRD1	-0.068981152	8.6115483	0.536079
SCAB000896	YDL143W	CCT4	0.02672925	13.006134	0.849913
SCAB000897	YDL144C	YDL144C	0.079961728	10.541321	0.600659
SCAB000898	YDL145C	COP1	-0.074918123	13.004352	0.539208
SCAB000899	YDL146W	LDB17	-0.15199828	9.0805487	0.0933029
SCAB000900	YDL147W	RPN5	-0.028316299	12.80771	0.856587
SCAB000901	YDL148C	NOP14	0.14233501	11.482701	0.425084
SCAB000902	YDL149W	ATG9	-0.18475905	7.9766731	0.0523906
SCAB000903	YDL150W	RPC53	0.061250857	10.769261	0.681806
SCAB000904	YDL151C	BUD30	0.014812312	7.2034712	0.91304
SCAB000905	YDL152W	YDL152W	-0.0041754251	6.6051096	0.978926
SCAB000906	YDL153C	SAS10	0.084322838	12.021721	0.576176
SCAB000907	YDL154W	MSH5	0.049324075	8.3045569	0.690849
SCAB000908	YDL155W	CLB3	-0.10577282	12.484262	0.288217
SCAB000909	YDL156W	CMR1	0.17717792	8.3650161	0.133821
SCAB000910	YDL157C	YDL157C	-0.17392627	11.845378	0.133821
SCAB000911	YDL158C	YDL158C	0.031987963	7.9202488	0.82584
SCAB000912	YDL159W	STE7	0.079797929	8.9643083	0.578987
SCAB000913	YDL159W-A	YDL159W-A	-0.039277758	6.1455911	0.790145
